English Name,Scientific Name,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,eBird English Name 2022,eBird Scientific Name 2022,BLI English Name 2022,BLI Scientific Name 2022,Order,Family,Breeding Activity Period,Non-breeding Activity Period,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,1% Population Threshold,Selected for SoIB,Selected for Long-term Trend,Selected for Current Annual Trend,Long-term Trend LCI,Long-term Trend Mean,Long-term Trend UCI,Current Annual Trend LCI,Current Annual Trend Mean,Current Annual Trend UCI,Distribution Range Size LCI,Distribution Range Size Mean,Distribution Range Size UCI,Number of Grids,Range Coverage (Pre-2000),Range Coverage (Current),Range Coverage (2022),Grid Coverage Mean,Grid Coverage CI,Projected % Decline in 3 Generations,Regional Red List Category,SoIB 2020 Concern Status,SoIB 2020 Long-term Trend Status,SoIB 2020 Current Annual Trend Status,SoIB 2020 Distribution Range Size Status
Lesser Noddy,Anous tenuirostris,,,,,Lesser Noddy,Anous tenuirostris,Lesser Noddy,Anous tenuirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
White Tern,Gygis alba,,,,,White Tern,Gygis alba,Atlantic White Tern,Gygis alba,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Sooty Tern,Onychoprion fuscatus,,,,,Sooty Tern,Onychoprion fuscatus,Sooty Tern,Onychoprion fuscatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,5,40,,,5,6,,,,,,
Bridled Tern,Onychoprion anaethetus,,,,,Bridled Tern,Onychoprion anaethetus,Bridled Tern,Onychoprion anaethetus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,17,,18,24,15,4,,,,,,
Little Tern,Sternula albifrons,High,Rapid Decline,Decline,Moderate,Little Tern,Sternula albifrons,Little Tern,Sternula albifrons,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,710,TRUE,TRUE,TRUE,-80.9,-76.8,-71.6,-5.6,-3.8,-2,139100,139610,140120,397,12,31,40,13,1,,,Moderate,Strong Decline,Uncertain,Moderate
Saunders's Tern,Sternula saundersi,,,,,Saunders's Tern,Sternula saundersi,Saunders's Tern,Sternula saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix I,,FALSE,FALSE,FALSE,,,,,,,,,,9,11,17,11,12,5,,,,,,
Gull-billed Tern,Gelochelidon nilotica,High,Rapid Decline,Rapid Decline,Moderate,Gull-billed Tern,Gelochelidon nilotica,Common Gull-billed Tern,Gelochelidon nilotica,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-I,,Appendix II,,TRUE,TRUE,TRUE,-84.1,-80.7,-76.8,-8.8,-7.6,-6.5,154360,154360,154360,456,19,37,45,13,1,,,High,Strong Decline,Uncertain,Restricted
Caspian Tern,Hydroprogne caspia,High,Rapid Decline,Decline,Moderate,Caspian Tern,Hydroprogne caspia,Caspian Tern,Hydroprogne caspia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,710,TRUE,TRUE,TRUE,-77.3,-71.7,-65,-6.3,-4.7,-3,119170,119550,119930,291,15,37,46,13,1,,,Moderate,Moderate Decline,Uncertain,Moderate
Black Tern,Chlidonias niger,,,,,Black Tern,Chlidonias niger,Black Tern,Chlidonias niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
White-winged Tern,Chlidonias leucopterus,,,,,White-winged Tern,Chlidonias leucopterus,White-winged Tern,Chlidonias leucopterus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,24 hour,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,35,31,22,26,18,2,,,,,,
Whiskered Tern,Chlidonias hybrida,High,Rapid Decline,Rapid Decline,Large,Whiskered Tern,Chlidonias hybrida,Whiskered Tern,Chlidonias hybrida,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-62.2,-56.7,-50.3,-6.4,-5.5,-4.5,549570,550060,550550,1028,12,38,47,13,0,,,Moderate,Moderate Decline,Strong Decline,Moderate
Roseate Tern,Sterna dougallii,,,,,Roseate Tern,Sterna dougallii,Roseate Tern,Sterna dougallii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,100,FALSE,FALSE,FALSE,,,,,,,,,,2,,,,12,13,,,,,,
Black-naped Tern,Sterna sumatrana,,,,,Black-naped Tern,Sterna sumatrana,Black-naped Tern,Sterna sumatrana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,TRUE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,35,14,32,54,6,1,,,,,,
Common Tern,Sterna hirundo,High,Rapid Decline,Rapid Decline,Restricted,Common Tern,Sterna hirundo,Common Tern,Sterna hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,1000,TRUE,TRUE,TRUE,-86.5,-83.6,-79.8,-6.9,-5,-3.2,36170,36170,36170,172,15,35,45,13,1,,,Low,Data Deficient,Uncertain,Moderate
Arctic Tern,Sterna paradisaea,,,,,Arctic Tern,Sterna paradisaea,Arctic Tern,Sterna paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Black-bellied Tern,Sterna acuticauda,High,Insufficient Data,Trend Inconclusive,Moderate,Black-bellied Tern,Sterna acuticauda,Black-bellied Tern,Sterna acuticauda,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Local Migrant,FALSE,Endangered,Schedule-I,,,250,TRUE,FALSE,TRUE,,,,-2,1.1,4.3,93750,94260,94770,212,16,23,33,12,1,,,High,Data Deficient,Data Deficient,Restricted
River Tern,Sterna aurantia,Moderate,Decline,Trend Inconclusive,Very Large,River Tern,Sterna aurantia,River Tern,Sterna aurantia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Local Migrant,FALSE,Vulnerable,Schedule-I,,,550,TRUE,TRUE,TRUE,-47.3,-40.6,-33.1,-2.7,-1.5,-0.3,1113030,1113510,1113990,1880,9,37,53,10,0,,,Moderate,Moderate Decline,Moderate Decline,Very Large
White-cheeked Tern,Sterna repressa,,,,,White-cheeked Tern,Sterna repressa,White-cheeked Tern,Sterna repressa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Passage Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Greater Crested Tern,Thalasseus bergii,Low,Insufficient Data,Trend Inconclusive,Moderate,Great Crested Tern,Thalasseus bergii,Greater Crested Tern,Thalasseus bergii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,10000,TRUE,FALSE,TRUE,,,,-1,2.2,5.4,45770,46060,46350,130,15,43,53,12,1,,,Low,Data Deficient,Strong Increase,Moderate
Sandwich Tern,Thalasseus sandvicensis,High,Insufficient Data,Rapid Decline,Restricted,Sandwich Tern,Thalasseus sandvicensis,Sandwich Tern,Thalasseus sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,TRUE,,,,-12.8,-10.7,-8.6,16520,16520,16520,65,9,28,26,14,2,,,,,,
Lesser Crested Tern,Thalasseus bengalensis,Moderate,Decline,Stable,Moderate,Lesser Crested Tern,Thalasseus bengalensis,Lesser Crested Tern,Thalasseus bengalensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-59.1,-49.8,-38.6,-2.6,-0.2,2.1,52690,53020,53350,180,11,38,44,12,1,,,Low,Data Deficient,Uncertain,Moderate
Indian Skimmer,Rynchops albicollis,High,Insufficient Data,Decline,Restricted,Indian Skimmer,Rynchops albicollis,Indian Skimmer,Rynchops albicollis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Within-India Migrant,FALSE,Endangered,Schedule-I,,,40,TRUE,FALSE,TRUE,,,,-6.7,-4.2,-1.6,41420,41930,42440,83,14,30,43,13,1,,,High,Data Deficient,Data Deficient,Restricted
White-tailed Tropicbird,Phaethon lepturus,,,,,White-tailed Tropicbird,Phaethon lepturus,White-tailed Tropicbird,Phaethon lepturus,Phaethontiformes,Phaethontidae (Tropicbirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,3,,50,,13,13,,,,,,
Red-billed Tropicbird,Phaethon aethereus,,,,,Red-billed Tropicbird,Phaethon aethereus,Red-billed Tropicbird,Phaethon aethereus,Phaethontiformes,Phaethontidae (Tropicbirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Red-tailed Tropicbird,Phaethon rubricauda,,,,,Red-tailed Tropicbird,Phaethon rubricauda,Red-tailed Tropicbird,Phaethon rubricauda,Phaethontiformes,Phaethontidae (Tropicbirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,1,,100,,25,,,,,,,
Red-throated Diver,Gavia stellata,,,,,Red-throated Loon,Gavia stellata,Red-throated Loon,Gavia stellata,Gaviiformes,Gaviidae (Loons),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Black-throated Diver,Gavia arctica,,,,,Arctic Loon,Gavia arctica,Arctic Loon,Gavia arctica,Gaviiformes,Gaviidae (Loons),24 hour,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Light-mantled Albatross,Phoebetria palpebrata,,,,,Light-mantled Albatross,Phoebetria palpebrata,Light-mantled Albatross,Phoebetria palpebrata,Procellariiformes,Diomedeidae (Albatrosses),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Near Threatened,Recent addition,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Wilson's Storm-petrel,Oceanites oceanicus,,,,,Wilson's Storm-Petrel,Oceanites oceanicus,Wilson's Storm-petrel,Oceanites oceanicus,Procellariiformes,Oceanitidae (Southern Storm-Petrels),24 hour,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,4,,25,,15,10,,,,,,
White-faced Storm-petrel,Pelagodroma marina,,,,,White-faced Storm-Petrel,Pelagodroma marina,White-faced Storm-petrel,Pelagodroma marina,Procellariiformes,Oceanitidae (Southern Storm-Petrels),24 hour,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Black-bellied Storm-petrel,Fregetta tropica,,,,,Black-bellied Storm-Petrel,Fregetta tropica,Black-bellied Storm-petrel,Fregetta tropica,Procellariiformes,Oceanitidae (Southern Storm-Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Swinhoe's Storm-petrel,Hydrobates monorhis,,,,,Swinhoe's Storm-Petrel,Hydrobates monorhis,Swinhoe's Storm-petrel,Hydrobates monorhis,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),24 hour,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Barau's Petrel,Pterodroma baraui,,,,,Barau's Petrel,Pterodroma baraui,Barau's Petrel,Pterodroma baraui,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Endangered,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Jouanin's Petrel,Bulweria fallax,,,,,Jouanin's Petrel,Bulweria fallax,Jouanin's Petrel,Bulweria fallax,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Streaked Shearwater,Calonectris leucomelas,,,,,Streaked Shearwater,Calonectris leucomelas,Streaked Shearwater,Calonectris leucomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Cory's Shearwater,Calonectris borealis,,,,,Cory's Shearwater,Calonectris diomedea,Scopoli's Shearwater,Calonectris diomedea,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Flesh-footed Shearwater,Ardenna carneipes,,,,,Flesh-footed Shearwater,Ardenna carneipes,Flesh-footed Shearwater,Ardenna carneipes,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,3,,33,33,19,12,,,,,,
Wedge-tailed Shearwater,Ardenna pacifica,,,,,Wedge-tailed Shearwater,Ardenna pacifica,Wedge-tailed Shearwater,Ardenna pacifica,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Sooty Shearwater,Ardenna grisea,,,,,Sooty Shearwater,Ardenna grisea,Sooty Shearwater,Ardenna grisea,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Near Threatened,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Short-tailed Shearwater,Ardenna tenuirostris,,,,,Short-tailed Shearwater,Ardenna tenuirostris,Short-tailed Shearwater,Ardenna tenuirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Summer Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Tropical Shearwater,Puffinus bailloni,,,,,Tropical Shearwater,Puffinus bailloni,Tropical Shearwater,Puffinus bailloni,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Persian Shearwater,Puffinus persicus,,,,,Persian Shearwater,Puffinus persicus,Persian Shearwater,Puffinus persicus,Procellariiformes,Procellariidae (Shearwaters and Petrels),24 hour,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Asian Openbill,Anastomus oscitans,Low,Increase,Trend Inconclusive,Very Large,Asian Openbill,Anastomus oscitans,Asian Openbill,Anastomus oscitans,Ciconiiformes,Ciconiidae (Storks),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,3000,TRUE,TRUE,TRUE,34.9,53.1,74.8,-3.3,-2.2,-1,1736180,1736670,1737160,2503,6,41,58,10,0,,,Low,Stable,Strong Decline,Very Large
Black Stork,Ciconia nigra,Moderate,Rapid Decline,Trend Inconclusive,Large,Black Stork,Ciconia nigra,Black Stork,Ciconia nigra,Ciconiiformes,Ciconiidae (Storks),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,Appendix II,Appendix II,100,TRUE,TRUE,TRUE,-69.5,-61.3,-51,-3.9,-1.7,0.4,367600,368280,368960,460,8,24,36,13,1,,,Moderate,Uncertain,Strong Decline,Moderate
Woolly-necked Stork,Ciconia episcopus,Moderate,Decline,Decline,Very Large,Asian Woolly-necked Stork,Ciconia episcopus,Asian Woollyneck,Ciconia episcopus,Ciconiiformes,Ciconiidae (Storks),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Near Threatened,Schedule-II,,,250,TRUE,TRUE,TRUE,-46.7,-38.8,-29.4,-4.3,-3.2,-2.1,1317800,1318390,1318980,1670,7,35,50,11,0,,,Low,Stable,Moderate Decline,Very Large
White Stork,Ciconia ciconia,,,,,White Stork,Ciconia ciconia,White Stork,Ciconia ciconia,Ciconiiformes,Ciconiidae (Storks),24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-I,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,103,22,14,13,16,1,,,,,,
Black-necked Stork,Ephippiorhynchus asiaticus,Moderate,Decline,Trend Inconclusive,Moderate,Black-necked Stork,Ephippiorhynchus asiaticus,Black-necked Stork,Ephippiorhynchus asiaticus,Ciconiiformes,Ciconiidae (Storks),24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Near Threatened,Schedule-II,,,10,TRUE,TRUE,TRUE,-67.9,-59.6,-49.2,-5,-2.9,-0.7,177800,178310,178820,237,11,30,43,12,1,,,Moderate,Uncertain,Strong Decline,Moderate
Lesser Adjutant,Leptoptilos javanicus,Moderate,Trend Inconclusive,Decline,Moderate,Lesser Adjutant,Leptoptilos javanicus,Lesser Adjutant,Leptoptilos javanicus,Ciconiiformes,Ciconiidae (Storks),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Local Migrant,FALSE,Vulnerable,Schedule-I,,,50,TRUE,TRUE,TRUE,-46,-34.1,-19.7,-4.9,-3.2,-1.5,214210,214660,215110,359,11,35,52,11,1,,,Moderate,Uncertain,Uncertain,Moderate
Greater Adjutant,Leptoptilos dubius,High,Insufficient Data,Insufficient Data,Restricted,Greater Adjutant,Leptoptilos dubius,Greater Adjutant,Leptoptilos dubius,Ciconiiformes,Ciconiidae (Storks),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Endangered,Schedule-I,,,7,TRUE,FALSE,FALSE,,,,,,,36720,37180,37640,52,19,37,54,12,2,,,High,Data Deficient,Data Deficient,Moderate
Painted Stork,Mycteria leucocephala,Low,Stable,Decline,Very Large,Painted Stork,Mycteria leucocephala,Painted Stork,Mycteria leucocephala,Ciconiiformes,Ciconiidae (Storks),24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Near Threatened,Schedule-II,Appendix I,,250,TRUE,TRUE,TRUE,-12.2,2.2,20.2,-4.6,-3.2,-1.8,1382180,1382710,1383240,1865,7,39,54,11,0,,,Moderate,Uncertain,Uncertain,Very Large
Lesser Frigatebird,Fregata ariel,,,,,Lesser Frigatebird,Fregata ariel,Lesser Frigatebird,Fregata ariel,Suliformes,Fregatidae (Frigatebirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,1,,,,15,,,,,,,
Christmas Island Frigatebird,Fregata andrewsi,,,,,Christmas Island Frigatebird,Fregata andrewsi,Christmas Island Frigatebird,Fregata andrewsi,Suliformes,Fregatidae (Frigatebirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Vulnerable,Schedule-I,Appendix I,Appendix I,,FALSE,FALSE,FALSE,,,,,,,,,,2,,,,12,15,,,,,,
Great Frigatebird,Fregata minor,,,,,Great Frigatebird,Fregata minor,Great Frigatebird,Fregata minor,Suliformes,Fregatidae (Frigatebirds),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Masked Booby,Sula dactylatra,,,,,Masked Booby,Sula dactylatra,Masked Booby,Sula dactylatra,Suliformes,Sulidae (Boobies and Gannets),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,3,,,,15,7,,,,,,
Brown Booby,Sula leucogaster,,,,,Brown Booby,Sula leucogaster,Brown Booby,Sula leucogaster,Suliformes,Sulidae (Boobies and Gannets),24 hour,24 hour,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Red-footed Booby,Sula sula,,,,,Red-footed Booby,Sula sula,Red-footed Booby,Sula sula,Suliformes,Sulidae (Boobies and Gannets),24 hour,24 hour,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Oriental Darter,Anhinga melanogaster,Low,Trend Inconclusive,Stable,Very Large,Oriental Darter,Anhinga melanogaster,Oriental Darter,Anhinga melanogaster,Suliformes,Anhingidae (Anhingas),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Near Threatened,Schedule-II,,,40,TRUE,TRUE,TRUE,11.7,27.5,46.3,-1.3,0.2,1.7,1215570,1216150,1216730,1622,6,38,57,12,0,,,Low,Uncertain,Moderate Decline,Very Large
Little Cormorant,Microcarbo niger,Low,Increase,Stable,Very Large,Little Cormorant,Microcarbo niger,Little Cormorant,Microcarbo niger,Suliformes,Phalacrocoracidae (Cormorants and Shags),Diurnal,Diurnal,Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,2500,TRUE,TRUE,TRUE,27.3,42.1,58,-1.1,0.2,1.5,2211630,2211990,2212350,3384,8,47,65,9,0,,,Low,Stable,Strong Decline,Very Large
